모집 시작일,프로젝트 명,모집 마감일,프로젝트 분야,우선 순위,예상 금액,예상 기간,지원자 수,관련 기술
2026.1.29,체험단 중개 플랫폼 데이터 마이그레이션 및 신규 구축,2026.2.12,웹,"산출물 완성도, 금액, 일정 준수",250000000,270,35,
2026.2.2,히터/유량 PID 알고리즘 적용 커피머신 추출모듈 제어보드 개발(POC),2026.2.5,임베디드,,10000000,90,10,
2026.1.30,AI 기반 심리 분석 및 멘탈 라이프로그(Lifelog) 플랫폼 구축,2026.2.13,웹 · 안드로이드,,70000000,90,40,
2026.2.9, 방문자 신청 및 출입 관리 시스템 고도화,2026.2.11,웹,"산출물 완성도, 일정 준수, 금액",8000000,60,33,
2026.1.29,EtherCAT 기반 통신 컨버터 및 DIO/DAQ 보드 3종 개발,2026.2.12,임베디드 · 기타,,200000000,180,20,
2026.1.28,피트니스 기반 운동친구 매칭 플랫폼 구축,2026.2.4,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",0,90,2,
2026.1.28,피트니스 기반 운동친구/트레이너 매칭 플랫폼,2026.2.12,안드로이드 · iOS,,0,90,0,"nest.js,Flutter,MySQL,Node.js"
2026.2.9,기업 홈페이지 제품 관리 시스템 및 게시판 개발,2026.2.23,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",4000000,30,64,
2026.1.28,네이버 스마트스토어 상품 문의(QnA) 자동 답변 시스템 구축(톡톡 제외),2026.2.11,웹,,10000000,40,53,
2026.1.29,React 기반 쇼핑몰 운영 관리 및 유지보수(월200/3개월),2026.2.11,웹,"업무 능력, 예산 범위, 근무 시작일",6000000,90,38,"Java,Vite,Spring Boot,React,AWS,MariaDB,MyBatis"
2026.1.28,연구용 텍스트 분석 도구 리팩토링 및 Colab 환경 구축,2026.2.9,웹 · 기타,,500000,2,5,Python
2026.1.28,Figma 기반 스킨 분석 웹앱 UI/UX 디자인,2026.2.11,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",1500000,7,35,Figma
2026.1.28,심리상담센터 디자인 및 퍼블리싱 수정,2026.2.11,웹,,1000000,5,22,
2026.1.28,캔바 스타일의 온라인 디자인 편집기 및 주문 시스템 개발,2026.2.11,웹,,0,120,27,
2026.1.28,SNS 고객 정보 관리 폐쇄형 시스템 구축,2026.1.30,웹,,10000000,15,67,
2026.1.28,HWP 템플릿 기반 문서 자동 생성 라이브러리 개발,2026.2.3,PC 프로그램,,6000000,30,15,
2026.1.28,전동 킥보드 블루투스(BLE) 연동 및 기기 제어 개발,2026.1.28,안드로이드,,3000000,20,11,
2026.1.28,무인회수기 통합 관리 시스템 백엔드 개발 및 인프라 구축,2026.2.11,웹 · 기타,"산출물 완성도, 일정 준수, 금액",20000000,60,45,"WebSocket,EC2,API Gateway,AWS,MySQL,Jenkins "
2026.1.28,엔터테인먼트사 굿즈 판매 글로벌 쇼핑몰 구축,2026.2.2,웹,,0,60,37,
2026.1.28,LLM 기반 기업 콘텐츠 자동 생성 AI 시스템 구축,2026.2.11,웹 · PC 프로그램,"산출물 완성도, 일정 준수, 금액",100000000,90,21,
2026.1.27,특허법률사무소 관리 프로그램 성능 개선 및 기능 고도화,2026.2.2,웹 · 기타,"산출물 완성도, 일정 준수, 금액",2000000,14,9,
2026.1.27,일본 앱 기반 글로벌 다국어(i18n) 확장 개발,2026.2.10,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,30,35,"JSP,Docker,React Native,Java,AWS,Spring Boot"
2026.1.27,기업 소개 및 제휴 제안 접수를 위한 반응형 웹사이트 구축,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",1100000,14,27,
2026.1.27,Java/Angular 기반 면접평가시스템 기능 고도화 및 오류 수정,2026.2.10,웹,"금액, 산출물 완성도, 일정 준수",18000000,40,38,"Spring,Angular,Java,JSP"
2026.2.23,전국 120개 지점 프랜차이즈 통합 플랫폼(App/Web) 및 관리자 구축,2026.3.9,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",300000000,180,34,JavaScript
2026.1.27,반도체 현장 특화 인력 중개 및 노무 관리 플랫폼 구축,2026.2.2,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",85000000,150,29,
2026.1.27,테이블오더 앱 UX 현황 분석 및 개선사항 제안,2026.1.30,웹 · 안드로이드 · PC 프로그램,"산출물 완성도, 일정 준수, 금액",2000000,14,9,"UX컨설팅,UX기획,UXUI디자인,UX/UI,컨설팅"
2026.1.27,PHP 기반 워드프레스 테마 수정 및 안정화,2026.2.10,웹,,3000000,21,29,
2026.1.28,커머스 플랫폼 모바일 앱 UI/UX 디자인 (Figma),2026.2.10,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",4000000,30,27,"wireframe,Figma,UIUX,mobile design"
2026.1.28,외국인 관광객 대상 서울 미식/교통 통합 앱 구축,2026.2.11,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",0,120,40,
2026.1.27,가상화폐 선물 자동매매 플랫폼 구축,2026.2.10,웹,,0,90,24,
2026.1.27,식단 및 운동 기록 SNS 앱 MVP 구축,2026.2.10,안드로이드 · iOS,,30000000,90,84,
2026.1.27,주문형 카페 키오스크 UI 리뉴얼(배리어프리) 디자인,2026.1.28,웹 · 안드로이드 · PC 프로그램,"일정 준수, 금액, 산출물 완성도",1200000,14,18,Figma
2026.1.28,Python/Next.js 기반 챗봇 웹 서비스 구축,2026.2.11,웹,,15000000,45,70,"React,Python"
2026.1.26,AI 기반 핀테크 서비스 재정의 및 프로덕트 UX 기획 ,2026.2.9,웹 · 안드로이드 · iOS,,11000000,90,11,
2026.1.26,미리캔버스 웹/인쇄용 디자인 템플릿 정기 제작 (월 정산),2026.3.20,웹 · 기타,"산출물 완성도, 금액, 일정 준수",0,180,83,미리캔버스
2026.1.26,가전제품 오브제용 제품 축소 모형 도면 설계,2026.1.28,기타,"산출물 완성도, 일정 준수, 금액",500000,2,3,
2026.1.26,특허법률사무소 관리 프로그램 성능 개선 및 기능 고도화,2026.1.27,웹 · 기타,"산출물 완성도, 일정 준수, 금액",2000000,14,11,
2026.1.27,헬스장 회원 관리 및 마일리지 적립 시스템 앱/웹 구축,2026.2.4,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",20000000,90,42,
2026.1.26,빌딩 자동 제어 시스템 동작 시험 및 AI 기반 제어 PC 프로그램 개발,2026.2.6,PC 프로그램 · 임베디드,,30000000,120,37,
2026.1.26,AI 서비스 기업 공식 홈페이지 구축,2026.1.28,웹,"산출물 완성도, 일정 준수, 금액",5000000,60,46,
2026.1.26,묘지 이장/개장 소개 및 견적 자동 산출 홈페이지 구축,2026.1.29,웹,"산출물 완성도, 일정 준수, 금액",2500000,30,35,
2026.1.26,공공데이터 API 연동 입찰 산출 프로그램 개발,2026.2.6,웹,"금액, 산출물 완성도, 일정 준수",15000000,60,36,"JSP,JSON,PHP,Python,MySQL"
2026.1.26,토론 커뮤니티 플랫폼 MVP 구축,2026.2.9,웹 · 안드로이드 · iOS,,25000000,120,87,
2026.1.26,예술 작품 전시 및 판매를 위한 인터랙티브 웹사이트 구축,2026.2.9,웹,,4000000,30,41,
2026.1.26,기존 PHP 홈페이지 퍼블리싱,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",1000000,7,21,
2026.1.29,해외 타겟 하이퍼로컬 마켓플레이스 앱 MVP 개발,2026.2.5,웹 · 안드로이드 · iOS,,30000000,90,26,
2026.1.26,유학 교육원 홈페이지 리뉴얼 퍼블리싱,2026.2.9,웹,"산출물 완성도, 일정 준수, 금액",2000000,30,43,"Cafe24,PHP,그누보드"
2026.1.26,통신사별 데이터 분석 및 통계 대시보드 웹 시스템 구축,2026.2.9,웹,"금액, 산출물 완성도, 일정 준수",0,180,49,웹개발
2026.1.23,인쇄물 전문 자사몰 구축,2026.2.6,웹,,0,45,37,
2026.1.26,헬스케어 전용 단말 안드로이드앱 개발,2026.2.6,안드로이드,"일정 준수, 산출물 완성도, 금액",0,30,31,
2026.1.23,기획 제안서 PPT 제작 (상주 필수),2026.2.6,기타,,1000000,2,10,
2026.1.23,6축 모션 시뮬레이터 모터 제어 SW 개발,2026.2.6,임베디드,"금액, 산출물 완성도, 일정 준수",7000000,30,6,C++
2026.2.12,이사 매칭 플랫폼 유지보수 개발,2026.2.26,웹 · 안드로이드 · iOS,,6000000,180,33,
2026.1.23,노인복지관 통합 회원 관리 시스템 구축,2026.2.5,웹 · PC 프로그램,"산출물 완성도, 금액, 일정 준수",0,150,33,"MSSQL,Oracle"
2026.1.23,현장 안전보건 관리 및 위험성 평가 통합 시스템 구축,2026.2.6,웹 · 안드로이드 · iOS · PC 프로그램,,45000000,120,41,
2026.1.23,워드프레스 기반 송출 플랫폼 유지보수,2026.2.6,웹,,2400000,180,10,
2026.2.6,생성형 AI 기반 사주 및 MBTI 분석 리포트 자동화 웹 구축,2026.2.20,웹,,30000000,100,45,
2026.1.23,워드프레스 Houzez 테마 커스텀,2026.1.29,웹,"산출물 완성도, 금액, 일정 준수",3000000,30,6,"WordPress,CSS,PHP,JavaScript,jQuery,MySQL,HTML"
2026.1.23,웨비나 송출 플랫폼 신규 구축,2026.2.6,웹,,30000000,60,44,
2026.1.22,소 개체 관리 시스템 백엔드 오류 수정,2026.2.2,웹,,3000000,14,39,
2026.1.23,Illustrator 반복 작업 자동화 스크립트 개발,2026.2.6,PC 프로그램,"산출물 완성도, 금액, 일정 준수",4500000,30,12,
2026.1.22,뷰티샵 Gen-AI 시뮬레이션 및 전자계약 통합 SaaS 개발,2026.2.5,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",60000000,150,12,
2026.1.22,AI 기반 온오프라인 소셜 매칭 플랫폼 구축,2026.2.5,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",80000000,150,25,
2026.1.22,Cafe24 기반 도매몰의 자사몰 신규 구축 및 이관,2026.2.5,웹,"산출물 완성도, 금액, 일정 준수",15000000,40,29,
2026.1.22,Java 기반 판매 및 재고 전산 시스템 구축,2026.2.5,웹,"산출물 완성도, 금액, 일정 준수",30000000,80,60,
2026.1.22,15개 부서 홈페이지 통합 재개편 및 통합 관리 시스템 개발,2026.2.5,웹,,150000000,365,25,
2026.1.26,AI 기반 판례 검색 시스템 구축,2026.2.9,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",30000000,90,76,"MariaDB,PHP"
2026.1.22,.NET 기반의 MS Teams 음성봇 스트리밍 고도화,2026.2.2,PC 프로그램,"산출물 완성도, 일정 준수, 금액",16000000,60,13,"C#,.Net"
2026.1.22,PG 가맹점 사장님용 모바일 웹 디자인 및 퍼블리싱,2026.2.5,웹,"산출물 완성도, 금액, 일정 준수",6000000,40,41,"JavaScript,Figma,framer,CSS,HTML"
2026.1.22,기업 솔루션 홍보 및 고객지원 부서 홈페이지 퍼블리싱 및 개발,2026.2.5,웹,,3000000,15,50,"Figma,Java,JavaScript"
2026.1.22,6축 모션 시뮬레이터 모터 제어 SW 개발,2026.1.23,임베디드,"금액, 산출물 완성도, 일정 준수",7000000,30,8,C++
2026.1.22,기존 앱 연동형 오픈마켓 커머스 플랫폼(App-in-Web/PC) 구축,2026.2.4,웹,"산출물 완성도, 일정 준수, 금액",120000000,170,17,"Java,AWS,Spring"
2026.1.23,글로벌 언어 교환 소셜 플랫폼(HelloTalk 벤치마킹) 앱 구축,2026.2.6,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",100000000,150,24,
2026.1.22,특정 단어 인식 아이 돌봄 안드로이드 앱 MVP 개발,2026.2.5,안드로이드,"산출물 완성도, 금액, 일정 준수",15000000,60,32,
2026.1.22,인지력 테스트 서비스 및 자사 쇼핑몰 통합 운영 및 유지보수,2026.2.5,웹 · 안드로이드 · 기타,"산출물 완성도, 금액, 일정 준수",30000000,180,33,"next.js,Kubernetes,AWS,Kotlin,Docker,Android,Spring Boot"
2026.1.21,세차기 연동 및 카드 충전/발급 기능을 갖춘 키오스크 시스템 구축,2026.2.4,웹 · 임베디드,,50000000,120,22,
2026.1.21,DAS 기반 환자 데이터 관리 웹서비스 개발,2026.2.4,웹 · PC 프로그램 · 기타,"산출물 완성도, 금액, 일정 준수",25000000,60,20,
2026.1.21,뷰티 샵 전용 Gen-AI 시뮬레이션 및 전자계약 통합 SaaS 개발,2026.1.22,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",80000000,150,4,
2026.1.21,.NET 기반의 MS Teams 음성봇 스트리밍 고도화,2026.1.22,PC 프로그램,"산출물 완성도, 일정 준수, 금액",8000000,60,1,"C#,.Net"
2026.1.21,바이브 코딩 생성 결과물 운영 및 배포 가이드 기술 자문,2026.1.26,웹,,100000,1,16,
2026.1.21,동남아 타겟 위치기반 O2O 중개 플랫폼 구축,2026.1.22,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",20000000,60,15,"MongoDB,AWS,Node.js,express.js,stripe,React Native,Firebase"
2026.1.23,수출용 중고차/사고차 자사몰 구축,2026.2.6,웹,,20000000,60,66,
2026.1.22,출가체험 교육용 웹 리뉴얼 개발,2026.2.5,웹,"산출물 완성도, 금액, 일정 준수",2000000,20,25,
2026.1.21,지도형 SNS 커뮤니티 하이브리드 서비스 mvp구축,2026.2.4,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",15000000,70,46,
2026.1.21,위치 기반 할인 정보 제공 MVP 앱 구축,2026.2.4,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,45,56,
2026.1.21,건축물 해체 안전성 검토 및 보고서 자동화 PC 애플리케이션 개발,2026.2.4,PC 프로그램,"일정 준수, 산출물 완성도, 금액",13000000,90,19,
2026.1.21,워드프레스 기반 국제 학술대회 홈페이지 구축(참가 신청/결제 포함),2026.1.30,웹,,5000000,30,13,
2026.1.20, IT기업 홈페이지 리뉴얼 퍼블리싱,2026.1.27,웹,,3270000,20,29,
2026.1.23,SW 라이선스 B2B 쇼핑몰 기획,2026.2.6,웹,,8000000,30,27,
2026.1.20,임베디드 3.5인치 LCD PPT to Figma 디자인,2026.2.3,임베디드,"일정 준수, 산출물 완성도, 금액",500000,5,14,Figma
2026.1.20,Swift/Kotlin 기반 영단어 학습 서비스 고도화 개발 및 유지보수,2026.2.3,안드로이드 · iOS,,7100000,30,25,
2026.1.20,WordPress 기반 요리 교육 브랜드 홈페이지 구축,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",3000000,30,17,
2026.1.21,LLM 기반 AI 컴패니언 디바이스 하드웨어 및 소프트웨어 통합 개발,2026.2.4,웹 · 안드로이드 · iOS · 임베디드,,80000000,180,19,
2026.1.20,SpringBoot/Kotlin기반 결제솔루션 백엔드 API 고도화 개발,2026.1.27,웹,"산출물 완성도, 일정 준수, 금액",18000000,90,13,"Kotlin,jpa,MyBatis,jira,Spring Boot,dynamodb,MySQL,Docker,AWS,Git"
2026.1.20,치과 홈페이지 4개 다국어 확장 및 SEO 최적화 구축,2026.1.29,웹,"산출물 완성도, 금액, 일정 준수",8000000,40,56,
2026.1.20,카카오톡 메시지 자동 발송 윈도우 프로그램 개발,2026.1.27,PC 프로그램,"산출물 완성도, 일정 준수, 금액",3000000,21,15,
2026.1.20,자전거 정품 등록 및 CS 관리 시스템 리팩토링 및 서버 이전,2026.1.23,웹,"금액, 산출물 완성도, 일정 준수",27000000,90,20,"PHP,MySQL"
2026.1.20,AI 기반 출퇴근 맞춤형 부동산 추천 플랫폼 구축,2026.2.3,안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",100000000,150,29,
2026.1.20,솔루션 홍보 및 고객지원 부서 홈페이지 구축,2026.1.22,웹,,5000000,27,42,"JavaScript,Figma,Java"
2026.1.20,숏폼 영상 생성 스크립트 작성 (PoC),2026.2.3,PC 프로그램 · 기타,"금액, 산출물 완성도, 일정 준수",1000000,5,15,"OpenCV,FFmpeg,Python"
2026.1.20,AI 기반 건축 도면 분석 및 규정 검토 자동화 시스템  구축,2026.2.3,웹,"산출물 완성도, 일정 준수, 금액",90000000,150,49,"YOLO,Python,LLM"
2026.1.19,골프장 상품소개 영업 제안서 PPT 디자인,2026.2.2,기타,"산출물 완성도, 금액, 일정 준수",500000,3,18,"Figma,ppt디자인,PPT 제작,PowerPoint"
2026.1.19,AI 비전 및 SLAM 기반 선박 도장 검사 플랫폼 구축,2026.2.2,iOS · PC 프로그램,"산출물 완성도, 일정 준수, 금액",100000000,260,1,"AI Deep Learning,Python,IOS app"
2026.2.5,몰입형 웰니스 솔루션 태블릿/키오스크 앱 구축,2026.2.8,안드로이드,"금액, 산출물 완성도, 일정 준수",25000000,20,8,
2026.1.19,PoE 내장형 초음파 수신기 소형화 회로 및 PCB 설계,2026.2.2,임베디드,,3000000,30,7,임베디드 설계기술
2026.1.19,Unity 앱·서버 통합 상태 기술 진단,2026.1.30,안드로이드 · iOS,,1000000,5,2,"Unity,Nestjs"
2026.1.19,단일 페이지 웹 계산기 개발,2026.2.2,웹 · 안드로이드 · PC 프로그램,"금액, 산출물 완성도, 일정 준수",1300000,15,89,"HTML/CSS,JavaScript"
2026.1.19,간병인 플랫폼 환자/보호자용 UI/UX 기획 및 디자인,2026.1.30,웹,,2300000,20,36,Figma
2026.1.19,회사소개 및 상품소개 카달로그 디자인,2026.1.29,기타,"산출물 완성도, 일정 준수, 금액",3000000,20,32,Indesign
2026.1.19,외국인 전용 다국어 배달 플랫폼 유지보수 (기간 연장 가능),2026.1.23,웹 · 안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",3600000,90,10,
2026.1.19,학원 온라인 성적표 시스템 노코드 연간 유지보수,2026.2.2,웹,,6000000,365,23,
2026.1.16,OCR 기반 설문 데이터 인식 및 통계 분석 서비스 구축,2026.1.30,웹,,20000000,100,46,AWS
2026.1.19,사내 온프레미스 기반 설비 관리 및 예방 정비 시스템 구축,2026.1.30,웹 · 안드로이드 · iOS,,75000000,120,32,
2026.1.16,Andriod/iOS 하이브리드 통역앱 유지보수,2026.1.22,안드로이드 · iOS,,6000000,60,19,"Kotlin,Objective-C,Java"
2026.1.16,보증수리 대차 업무 전용 관리 시스템 개발,2026.1.28,웹,"산출물 완성도, 금액, 일정 준수",20000000,90,45,
2026.1.16,템플릿 기반 웹 그래픽 에디터 및 관리 시스템 개발,2026.1.30,웹 · PC 프로그램,,15000000,50,31,"Node.js,Docker,React,AWS,express.js,MongoDB,Git"
2026.1.19,워드프레스 기반 자율주행 SW 스타트업 영문 웹사이트 UI/UX 디자인 ,2026.1.25,웹,"산출물 완성도, 금액, 일정 준수",1500000,10,12,
2026.1.22,이륜차 주행 데이터 수집·관제 PoC,2026.2.5,웹 · PC 프로그램 · 기타,,30000000,60,4,
2026.1.16,클라우드 기반 LPR 시스템 관리 API 구축 및 관제 시스템 개발,2026.1.27,웹,,8000000,30,12,
2026.1.21,KRX 금시장 자동 계약 체결 트레이딩 프로그램 개발 ,2026.1.30,PC 프로그램,"산출물 완성도, 일정 준수, 금액",15000000,50,20,
2026.1.16,미니게임 기반 에듀테크 학습 앱 구축,2026.1.30,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",45000000,120,11,
2026.1.16,델파이(Delphi) 기반 LPR 시스템 제어 로직 API 모듈화 및 경량화,2026.1.28,임베디드,,8000000,30,8,
2026.1.16,기업 홈페이지 및 자사 제품 검색 및 추천 AI 챗봇 구축,2026.1.22,웹,"산출물 완성도, 금액, 일정 준수",30000000,100,17,
2026.1.16,반도체 및 물류 전문 기업 공식 홈페이지 구축,2026.1.30,웹,"산출물 완성도, 금액, 일정 준수",7000000,50,70,
2026.1.16,도면 검수 솔루션 UI 디자인 리뉴얼 및 적용,2026.1.30,PC 프로그램,"산출물 완성도, 금액, 일정 준수",5000000,30,18,"C#.net,C#"
2026.1.21,ComfyUI API 연동 CRM 웹서비스 개발,2026.1.30,웹,,20000000,60,26,
2026.1.16,공간 대여 및 예약 관리 플랫폼 및 아두이노 제어 개발,2026.1.30,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 금액, 일정 준수",20000000,100,16,AWS
2026.1.16,경진대회 참가자 관리 및 심사 부문별 독립 사이트 구축,2026.1.26,웹,,25000000,270,28,
2026.1.19,스마트 빌딩 및 임대/매출/시설 통합 관리 시스템 구축 (상주근무),2026.2.2,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",800000000,300,34,
2026.1.16,한·일 법인 통합 관리 다국어 ERP 시스템 구축,2026.1.30,웹 · 안드로이드 · iOS · PC 프로그램,,60000000,120,22,
2026.1.15,PICO 3 장비 교체에 따른 5D 체험관 VR 콘텐츠 호환성 개발,2026.1.29,PC 프로그램 · 임베디드,,5000000,30,6,
2026.1.16,정보보안 솔루션 UI/UX 디자인 고도화,2026.1.30,PC 프로그램,"산출물 완성도, 금액, 일정 준수",1800000,14,19,"Windows,C++"
2026.1.16,층간소음 측정 앱에 대한 무보정 오디오 입력 구축(갤럭시 Only),2026.1.29,웹 · 안드로이드,"산출물 완성도, 일정 준수, 금액",5000000,21,13,Android
2026.1.19, IT기업 홈페이지 리뉴얼 기획/디자인/개발,2026.1.20,웹 · 안드로이드 · iOS · PC 프로그램,,4500000,35,16,
2026.1.16,교량 안전진단 현장 조사 앱/웹 시스템 개발,2026.1.16,웹 · 안드로이드,"산출물 완성도, 일정 준수, 금액",50000000,120,5,
2026.1.15,인쇄물 셀프 디자인 쇼핑몰 개발,2026.1.29,웹,"산출물 완성도, 금액, 일정 준수",15000000,80,5,
2026.1.15,빌딩 매매 및 AI 기반 가치 분석 플랫폼 구축,2026.1.20,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",70000000,150,18,
2026.1.15,글로벌 중고거래 플랫폼 고도화 기획,2026.1.29,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",18000000,90,24,"Figma,Notion"
2026.1.15,멀티 거래소 연동 가상화폐 전략 트레이딩 및 정산 플랫폼 구축,2026.1.29,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,120,11,
2026.1.19,교육 플랫폼 카테고리별 대표 이미지 디자인,2026.2.2,웹,,400000,2,11,Figma
2026.1.15,.NET 기반 기능 수정 및 외부 시스템 연동 개발,2026.1.29,웹,"일정 준수, 금액, 산출물 완성도",600000,4,6,"IIS,Windows,MSSQL,.Net,C#"
2026.1.15,글로벌 물류 셀러 및 파트너 통합 관리 시스템 구축,2026.1.29,웹,,150000000,150,24,
2026.1.15,초등 영어 교육 콘텐츠 디자인/2D 모션그래픽/퍼블리싱,2026.1.29,웹,"일정 준수, 금액, 산출물 완성도",8000000,21,9,"Illustrator,Adobe Photoshop"
2026.1.22,Cafe24 기반 자사몰 SEO 최적화 및 디자인 리뉴얼,2026.1.30,웹,"산출물 완성도, 금액, 일정 준수",8000000,50,13,
2026.1.14,거래소 API 연동형 게이미피케이션 금융 학습 서비스 개발,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,60,12,
2026.1.14,공공데이터 기반입찰 패턴 분석 및 낙찰 예측 프로그램 개발,2026.1.28,PC 프로그램,,8000000,30,22,
2026.1.14,AI 기반 핀테크 서비스 재정의 및 프로덕트 UX 기획 ,2026.1.26,웹 · 안드로이드 · iOS,,11000000,90,13,
2026.1.14,건기식 경험 공유 커뮤니티 개발,2026.1.16,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",8000000,56,1,
2026.1.14,교재 연동 동적 QR 코드 생성 및 관리 시스템(CMS) 구축,2026.1.19,웹 · 기타,"일정 준수, 산출물 완성도, 금액",10000000,40,32,
2026.1.14,QR 기반 다단계 제조 공정 추적 및 관리 MES 구축,2026.1.28,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",30000000,90,45,AWS
2026.1.15,Cafe24 기반 식품 브랜드 쇼핑몰 구축,2026.1.29,웹,"산출물 완성도, 일정 준수, 금액",5000000,30,21,
2026.1.13,알림톡 연동·추천 시스템 개발 및 모바일 최적화,2026.1.27,웹,,10000000,60,30,PHP
2026.1.13,신랑신부 맞춤형 본식 플래닝 및 전문 인력 중개 플랫폼 구축,2026.1.27,웹 · 안드로이드 · iOS,,40000000,120,67,
2026.1.13,안경테 전문 브랜드 글로벌 쇼핑몰 구축,2026.1.27,웹,,5000000,45,19,
2026.1.14,카페24 기반 커뮤니티형 커머스 모바일 웹 및 앱 구축,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",20000000,60,17,
2026.1.13,워드프레스 기반 홈페이지 디자인/기술 진단 및 상세페이지 시안 제작,2026.1.14,웹,"산출물 완성도, 금액, 일정 준수",1500000,10,3,
2026.1.13,네이버 스마트스토어 상세 이벤트 페이지 부분 디자인,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",500000,3,13,"Figma,Illustrator,Adobe Photoshop,XD"
2026.1.15,인프라 비용 절감을 위한 AWS 아키텍처 다운사이징 및 Java 백엔드 경량화,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",15000000,50,46,"React,AWS,Spring,Python,Airflow,Java"
2026.1.14,건설 장비 유류 관리 및 동선 관제 시스템 개발,2026.1.26,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",5000000,30,9,
2026.1.21,기프트 쇼핑몰 구축,2026.1.30,웹,,0,200,4,
2026.1.13,AI 캐릭터 챗봇 앱 UX 설계 및 와이어프레임 제작,2026.1.20,안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",1000000,15,9,Figma
2026.1.14,C# 게임 서버 DB 저장 오류 및 로직 수정,2026.1.20,웹 · PC 프로그램,,1000000,5,15,
2026.1.14,ePUB 스트리밍 뷰어 및 구독 플랫폼 구축,2026.1.28,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",20000000,60,19,
2026.1.13,뷰티 전문가 전용 커뮤니티 및 정보 공유 플랫폼 구축,2026.1.27,안드로이드 · iOS,,35000000,90,38,
2026.1.13,고객사 데이터(MariaDB)를 자사 솔루션(MySQL)에 마이그레이션,2026.1.20,웹 · 기타,"산출물 완성도, 금액, 일정 준수",5000000,30,20,"MariaDB,MySQL"
2026.1.13,기업 홈페이지 디자인 및 콘텐츠 리뉴얼,2026.1.21,웹,,3500000,30,46,
2026.1.13,제품군 3D 디지털 트윈 뷰어 및 스캔 시뮬레이터 구축,2026.1.14,웹 · 안드로이드 · iOS,,45000000,100,7,
2026.1.13,현장/본사간의 문서 공유 자동배포 및 알림 프로그램 개발,2026.1.26,PC 프로그램,"산출물 완성도, 금액, 일정 준수",3500000,15,23,
2026.1.14,기존 AI 챗봇 연동 서비스 개발,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",23000000,75,50,
2026.1.13,K-Legal Tech Index 구축 및 연구센터 통합 웹 플랫폼 개발,2026.1.27,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,50,28,"API연동,CMS,seo,frontend"
2026.1.12,기업용 보안키퍼/화상회의 및 구독 관리 시스템 구축,2026.1.16,웹 · PC 프로그램,"산출물 완성도, 일정 준수, 금액",80000000,120,6,
2026.1.16,유럽 전문 여행사 홈페이지 신규 구축 및 예약 결제 시스템 개발,2026.1.23,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 일정 준수, 금액",40000000,90,94,
2026.1.12,갤러리/VIP 라운지 키오스크 프로그램 개발,2026.1.26,임베디드,,10000000,60,31,
2026.1.12,한의학 기반 증상 진단 및 처방 설문웹 구축,2026.1.26,웹,"산출물 완성도, 금액, 일정 준수",3500000,15,68,
